,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
329,330,Zebra looking at a pen,"zebra, pen",False,Directed actions,looking at,,"1806,1902"
330,331,Ferret looking at a hat,"ferret, hat",False,Directed actions,looking at,,"1913,1905"
331,332,Wolf looking at a hat,"wolf, hat",False,Directed actions,looking at,,"1926,1905"
332,333,Weasel looking at a chair,"weasel, chair",False,Directed actions,looking at,,"1924,1796"
333,334,Skunk poking a spoon,"skunk, spoon",False,Directed actions,poking,,"1903,1763"
334,335,Cow looking at a bag,"cow, bag",False,Directed actions,looking at,,"1791,1898"
335,336,Otter hitting a pen,"otter, pen",False,Directed actions,hitting,,"1927,1902"
336,337,Raccoon kicking a guitar,"raccoon, guitar",False,Directed actions,kicking,,"1928,1910"
337,338,Condor biting a book,"condor, book",False,Directed actions,biting,,"1929,1826"
338,339,Eagle hitting a flower,"eagle, flower",False,Directed actions,hitting,,"1930,1888"
339,340,Goat sitting on a book,"goat, book",False,Directed actions,sitting on,,"1897,1826"
340,341,Ferret poking a doll,"ferret, doll",False,Directed actions,poking,,"1913,1918"
341,342,Zebra biting a water bottle,"zebra, water bottle",False,Directed actions,biting,,"1806,1900"
342,343,Crow looking at a doll,"crow, doll",False,Directed actions,looking at,,"1931,1918"
343,344,Skunk hitting a bag,"skunk, bag",False,Directed actions,hitting,,"1903,1898"
344,345,Squirrel biting a pen,"squirrel, pen",False,Directed actions,biting,,"1932,1902"
345,346,Goose looking at a doll,"goose, doll",False,Directed actions,looking at,,"1933,1918"
346,347,Raccoon sitting on a chair,"raccoon, chair",False,Directed actions,sitting on,,"1928,1796"
347,348,Hedgehog kicking a flower,"hedgehog, flower",False,Directed actions,kicking,,"1934,1888"
348,349,Deer hitting a doll,"deer, doll",False,Directed actions,hitting,,"1915,1918"
349,350,Pigeon hitting a guitar,"pigeon, guitar",False,Directed actions,hitting,,"1935,1910"
350,351,Goat poking a bag,"goat, bag",False,Directed actions,poking,,"1897,1898"
351,352,Swan sitting on a guitar,"swan, guitar",False,Directed actions,sitting on,,"1768,1910"
352,353,Wombat looking at a hat,"wombat, hat",False,Directed actions,looking at,,"1908,1905"
353,354,Wolf kicking a hat,"wolf, hat",False,Directed actions,kicking,,"1926,1905"
354,355,Albatross looking at a spoon,"albatross, spoon",False,Directed actions,looking at,,"1899,1763"
355,356,Kangaroo looking at a doll,"kangaroo, doll",False,Directed actions,looking at,,"1936,1918"
356,357,Parrot biting a bag,"parrot, bag",False,Directed actions,biting,,"1914,1898"
357,358,Wombat looking at a bag,"wombat, bag",False,Directed actions,looking at,,"1908,1898"
358,359,Owl biting a book,"owl, book",False,Directed actions,biting,,"1746,1826"
359,360,Parrot looking at a hat,"parrot, hat",False,Directed actions,looking at,,"1914,1905"
360,361,Skunk sitting on a book,"skunk, book",False,Directed actions,sitting on,,"1903,1826"
361,362,Peacock hitting a flower,"peacock, flower",False,Directed actions,hitting,,"1937,1888"
362,363,Vulture looking at a bag,"vulture, bag",False,Directed actions,looking at,,"1917,1898"
363,364,Albatross kicking a bag,"albatross, bag",False,Directed actions,kicking,,"1899,1898"
364,365,Vulture kicking a ball of yarn,"vulture, ball of yarn",False,Directed actions,kicking,,"1917,1920"
365,366,Pigeon hitting a spoon,"pigeon, spoon",False,Directed actions,hitting,,"1935,1763"
366,367,Turkey hitting a water bottle,"turkey, water bottle",False,Directed actions,hitting,,"1938,1900"
367,368,Weasel looking at a chair,"weasel, chair",False,Directed actions,looking at,,"1924,1796"
368,369,Owl kicking a spoon,"owl, spoon",False,Directed actions,kicking,,"1746,1763"
369,370,Fox poking a spoon,"fox, spoon",False,Directed actions,poking,,"1939,1763"
370,371,Chicken sitting on a bag,"chicken, bag",False,Directed actions,sitting on,,"1940,1898"
371,372,Pigeon sitting on a hat,"pigeon, hat",False,Directed actions,sitting on,,"1935,1905"
372,373,Cow touching at a car,"cow, car",False,Directed actions,touching,,"1791,1728"
373,374,Wallaby looking at a pen,"wallaby, pen",False,Directed actions,looking at,,"1904,1902"
374,375,Deer kicking a flower,"deer, flower",False,Directed actions,kicking,,"1915,1888"
375,376,Otter biting a bag,"otter, bag",False,Directed actions,biting,,"1927,1898"
376,377,Chipmunk touching a doll,"chipmunk, doll",False,Directed actions,touching,,"1911,1918"
377,378,Eagle hitting a bag,"eagle, bag",False,Directed actions,hitting,,"1930,1898"
378,379,Cockatoo biting a pen,"cockatoo, pen",False,Directed actions,biting,,"1941,1902"
379,380,Owl biting a hat,"owl, hat",False,Directed actions,biting,,"1746,1905"
380,381,Chicken kicking a spoon,"chicken, spoon",False,Directed actions,kicking,,"1940,1763"
381,382,Hare biting a hat,"hare, hat",False,Directed actions,biting,,"1942,1905"
382,383,Owl poking a hat,"owl, hat",False,Directed actions,poking,,"1746,1905"
383,384,Wombat hitting a chair,"wombat, chair",False,Directed actions,hitting,,"1908,1796"
384,385,Kangaroo looking at a water bottle,"kangaroo, water bottle",False,Directed actions,looking at,,"1936,1900"
385,386,Weasel kicking a guitar,"weasel, guitar",False,Directed actions,kicking,,"1924,1910"
386,387,Chipmunk poking a book,"chipmunk, book",False,Directed actions,poking,,"1911,1826"
387,388,Hawk touching a flower,"hawk, flower",False,Directed actions,touching,,"1943,1888"
388,389,Squirrel poking a guitar,"squirrel, guitar",False,Directed actions,poking,,"1932,1910"
389,390,Condor touching a water bottle,"condor, water bottle",False,Directed actions,touching,,"1929,1900"
390,391,Beaver kicking a doll,"beaver, doll",False,Directed actions,kicking,,"1901,1918"
391,392,Giraffe sitting on a book,"giraffe, book",False,Directed actions,sitting on,,"1767,1826"
392,393,Mink kicking a hat,"mink, hat",False,Directed actions,kicking,,"1944,1905"
393,394,Flamingo hitting a hat,"flamingo, hat",False,Directed actions,hitting,,"1945,1905"
394,395,Falcon biting a doll,"falcon, doll",False,Directed actions,biting,,"1923,1918"
395,396,Seagull hitting a pen,"seagull, pen",False,Directed actions,hitting,,"1907,1902"
396,397,Sea Lion looking at a chair,"sea lion, chair",False,Directed actions,looking at,,"1922,1796"
397,398,Hedgehog touching a book,"hedgehog, book",False,Directed actions,touching,,"1934,1826"
398,399,Duck hitting a bag,"duck, bag",False,Directed actions,hitting,,"1946,1898"
399,400,Deer sitting on a pen,"deer, pen",False,Directed actions,sitting on,,"1915,1902"
400,401,a teddy bear on top of a zebra,"teddy bear, zebra",False,Spatial relationships,on top of,,"1802,1806"
401,402,a spoon on top of a clock,"spoon, clock",False,Spatial relationships,on top of,,"1763,1777"
402,403,a bench on top of a tennis racket,"bench, tennis racket",False,Spatial relationships,on top of,,"1795,1842"
403,404,a truck on top of a wine glass,"truck, wine glass",False,Spatial relationships,on top of,,"1820,1834"
404,405,an orange on top of a cow,"orange, cow",False,Spatial relationships,on top of,,"1947,1791"
405,406,an apple on top of a toothbrush,"apple, toothbrush",False,Spatial relationships,on top of,,"1727,1715"
406,407,a dining table on top of a toothbrush,"dining table, toothbrush",False,Spatial relationships,on top of,,"1822,1715"
407,408,a skateboard on top of a keyboard,"skateboard, keyboard",False,Spatial relationships,on top of,,"1801,1797"
408,409,an orange on top of an umbrella,"orange, umbrella",False,Spatial relationships,on top of,,"1947,1809"
409,410,a snowboard on top of a spoon,"snowboard, spoon",False,Spatial relationships,on top of,,"1817,1763"
410,411,a pizza on top of a person,"pizza, person",False,Spatial relationships,on top of,,"1832,1948"
411,412,an umbrella on top of a toaster,"umbrella, toaster",False,Spatial relationships,on top of,,"1809,1838"
412,413,a spoon on top of a dining table,"spoon, dining table",False,Spatial relationships,on top of,,"1763,1822"
413,414,a carrot on top of a boat,"carrot, boat",False,Spatial relationships,on top of,,"1808,1716"
414,415,a stop sign on top of a toilet,"stop sign, toilet",False,Spatial relationships,on top of,,"1810,1823"
415,416,a couch on top of a bus,"couch, bus",False,Spatial relationships,on top of,,"1815,1785"
416,417,a vase on top of a dog,"vase, dog",False,Spatial relationships,on top of,,"1845,1748"
417,418,a mouse on top of a toothbrush,"mouse, toothbrush",False,Spatial relationships,on top of,,"1760,1715"
418,419,a toothbrush on top of a zebra,"toothbrush, zebra",False,Spatial relationships,on top of,,"1715,1806"
419,420,an airplane on top of a frisbee,"airplane, frisbee",False,Spatial relationships,on top of,,"1799,1828"
420,421,a remote under a bowl,"remote, bowl",False,Spatial relationships,under,,"1816,1805"
421,422,a cup under a wine glass,"cup, wine glass",False,Spatial relationships,under,,"1787,1834"
422,423,a knife under a toothbrush,"knife, toothbrush",False,Spatial relationships,under,,"1738,1715"
423,424,a frisbee under a laptop,"frisbee, laptop",False,Spatial relationships,under,,"1828,1837"
424,425,a car under a chair,"car, chair",False,Spatial relationships,under,,"1728,1796"
425,426,a suitcase under a giraffe,"suitcase, giraffe",False,Spatial relationships,under,,"1827,1767"
426,427,a person under a toaster,"person, toaster",False,Spatial relationships,under,,"1948,1838"
427,428,a bear under a remote,"bear, remote",False,Spatial relationships,under,,"1793,1816"
428,429,a backpack under an umbrella,"backpack, umbrella",False,Spatial relationships,under,,"1844,1809"
429,430,a bottle under an orange,"bottle, orange",False,Spatial relationships,under,,"1836,1947"
430,431,a refrigerator under a banana,"refrigerator, banana",False,Spatial relationships,under,,"1803,1765"
431,432,a handbag under a keyboard,"handbag, keyboard",False,Spatial relationships,under,,"1819,1797"
432,433,a pizza under a laptop,"pizza, laptop",False,Spatial relationships,under,,"1832,1837"
433,434,a sheep under a carrot,"sheep, carrot",False,Spatial relationships,under,,"1726,1808"
434,435,a bicycle under a bottle,"bicycle, bottle",False,Spatial relationships,under,,"1782,1836"
435,436,a keyboard under a sports ball,"keyboard, sports ball",False,Spatial relationships,under,,"1797,1824"
436,437,a person under a backpack,"person, backpack",False,Spatial relationships,under,,"1948,1844"
437,438,a sheep under an elephant,"sheep, elephant",False,Spatial relationships,under,,"1726,1740"
438,439,a backpack behind a refrigerator,"backpack, refrigerator",False,Spatial relationships,behind,,"1844,1803"
439,440,a dining table behind a carrot,"dining table, carrot",False,Spatial relationships,behind,,"1822,1808"
440,441,a refrigerator behind an airplane,"refrigerator, airplane",False,Spatial relationships,behind,,"1803,1799"
441,442,a bird behind a teddy bear,"bird, teddy bear",False,Spatial relationships,behind,,"1739,1802"
442,443,a keyboard behind a train,"keyboard, train",False,Spatial relationships,behind,,"1797,1814"
443,444,a broccoli behind a couch,"broccoli, couch",False,Spatial relationships,behind,,"1831,1815"
444,445,a sheep behind a tv,"sheep, tv",False,Spatial relationships,behind,,"1726,1949"
445,446,a horse behind a stop sign,"horse, stop sign",False,Spatial relationships,behind,,"1950,1810"
446,447,a skateboard behind a truck,"skateboard, truck",False,Spatial relationships,behind,,"1801,1820"
447,448,a baseball glove behind a bus,"baseball glove, bus",False,Spatial relationships,behind,,"1804,1785"
448,449,a cake behind an umbrella,"cake, umbrella",False,Spatial relationships,behind,,"1794,1809"
449,450,a refrigerator behind a motorcycle,"refrigerator, motorcycle",False,Spatial relationships,behind,,"1803,1813"
450,451,a banana behind a tv,"banana, tv",False,Spatial relationships,behind,,"1765,1949"
451,452,a kite behind a mouse,"kite, mouse",False,Spatial relationships,behind,,"1798,1760"
452,453,a bear behind a stop sign,"bear, stop sign",False,Spatial relationships,behind,,"1793,1810"
453,454,an umbrella behind a tie,"umbrella, tie",False,Spatial relationships,behind,,"1809,1835"
454,455,a truck behind a hair drier,"truck, hair drier",False,Spatial relationships,behind,,"1820,1792"
455,456,a car behind an elephant,"car, elephant",False,Spatial relationships,behind,,"1728,1740"
456,457,a person behind a remote,"person, remote",False,Spatial relationships,behind,,"1948,1816"
457,458,a tv in front of a keyboard,"tv, keyboard",False,Spatial relationships,in front of,,"1949,1797"
458,459,a bed in front of a suitcase,"bed, suitcase",False,Spatial relationships,in front of,,"1840,1827"
